Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
"PP","Producer Prices","768","Togo","5532","Producer Price (USD/tonne)","0112","Maize (corn)","1993","1993","7021","Annual value","USD","151.9","A","Official figure"
"PP","Producer Prices","768","Togo","5532","Producer Price (USD/tonne)","0112","Maize (corn)","1994","1994","7021","Annual value","USD","111.7","A","Official figure"
"PP","Producer Prices","768","Togo","5532","Producer Price (USD/tonne)","0112","Maize (corn)","1995","1995","7021","Annual value","USD","190.3","A","Official figure"
"PP","Producer Prices","768","Togo","5532","Producer Price (USD/tonne)","0112","Maize (corn)","1996","1996","7021","Annual value","USD","218.9","A","Official figure"
"PP","Producer Prices","768","Togo","5532","Producer Price (USD/tonne)","0112","Maize (corn)","1997","1997","7021","Annual value","USD","226.2","A","Official figure"
"PP","Producer Prices","768","Togo","5532","Producer Price (USD/tonne)","0112","Maize (corn)","1998","1998","7021","Annual value","USD","172.9","A","Official figure"
"PP","Producer Prices","768","Togo","5532","Producer Price (USD/tonne)","0112","Maize (corn)","1999","1999","7021","Annual value","USD","134.8","A","Official figure"
"PP","Producer Prices","768","Togo","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2000","2000","7021","Annual value","USD","120.8","A","Official figure"
"PP","Producer Prices","768","Togo","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2001","2001","7021","Annual value","USD","129.6","A","Official figure"
"PP","Producer Prices","768","Togo","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2002","2002","7021","Annual value","USD","142","A","Official figure"
"PP","Producer Prices","768","Togo","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2003","2003","7021","Annual value","USD","127.3","A","Official figure"
"PP","Producer Prices","768","Togo","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2004","2004","7021","Annual value","USD","164.7","A","Official figure"
"PP","Producer Prices","768","Togo","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2005","2005","7021","Annual value","USD","295.8","A","Official figure"
"PP","Producer Prices","768","Togo","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2006","2006","7021","Annual value","USD","212.3","A","Official figure"
"PP","Producer Prices","768","Togo","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2007","2007","7021","Annual value","USD","200.3","A","Official figure"
"PP","Producer Prices","768","Togo","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2008","2008","7021","Annual value","USD","406.4","A","Official figure"
"PP","Producer Prices","768","Togo","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2009","2009","7021","Annual value","USD","349.4","A","Official figure"
"PP","Producer Prices","768","Togo","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2010","2010","7021","Annual value","USD","274.6","A","Official figure"
"PP","Producer Prices","768","Togo","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2011","2011","7021","Annual value","USD","328.5","A","Official figure"
"PP","Producer Prices","768","Togo","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2012","2012","7021","Annual value","USD","315.4","A","Official figure"
"PP","Producer Prices","768","Togo","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2013","2013","7021","Annual value","USD","309.7","A","Official figure"
"PP","Producer Prices","768","Togo","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2014","2014","7021","Annual value","USD","258.9","A","Official figure"
"PP","Producer Prices","768","Togo","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2015","2015","7021","Annual value","USD","268.7","A","Official figure"
"PP","Producer Prices","768","Togo","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2016","2016","7021","Annual value","USD","288.6","A","Official figure"
"PP","Producer Prices","768","Togo","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2017","2017","7021","Annual value","USD","277.3","A","Official figure"
"PP","Producer Prices","768","Togo","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2018","2018","7021","Annual value","USD","273.7","A","Official figure"
"PP","Producer Prices","768","Togo","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2019","2019","7021","Annual value","USD","249.2","A","Official figure"
"PP","Producer Prices","768","Togo","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2020","2020","7021","Annual value","USD","274.5","A","Official figure"
"PP","Producer Prices","768","Togo","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2021","2021","7021","Annual value","USD","384.1","A","Official figure"
"PP","Producer Prices","768","Togo","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2022","2022","7021","Annual value","USD","400.8","A","Official figure"
"PP","Producer Prices","768","Togo","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2023","2023","7021","Annual value","USD","361.4","I","Value imputed by a receiving agency"
"PP","Producer Prices","768","Togo","5539","Producer Price Index (2014-2016 = 100)","0112","Maize (corn)","1991","1991","7021","Annual value","","37.99","I","Value imputed by a receiving agency"
"PP","Producer Prices","768","Togo","5539","Producer Price Index (2014-2016 = 100)","0112","Maize (corn)","1992","1992","7021","Annual value","","47.82","I","Value imputed by a receiving agency"
"PP","Producer Prices","768","Togo","5539","Producer Price Index (2014-2016 = 100)","0112","Maize (corn)","1993","1993","7021","Annual value","","28.17","I","Value imputed by a receiving agency"
"PP","Producer Prices","768","Togo","5539","Producer Price Index (2014-2016 = 100)","0112","Maize (corn)","1994","1994","7021","Annual value","","40.61","I","Value imputed by a receiving agency"
"PP","Producer Prices","768","Togo","5539","Producer Price Index (2014-2016 = 100)","0112","Maize (corn)","1995","1995","7021","Annual value","","62.23","I","Value imputed by a receiving agency"
"PP","Producer Prices","768","Togo","5539","Producer Price Index (2014-2016 = 100)","0112","Maize (corn)","1996","1996","7021","Annual value","","73.36","I","Value imputed by a receiving agency"
"PP","Producer Prices","768","Togo","5539","Producer Price Index (2014-2016 = 100)","0112","Maize (corn)","1997","1997","7021","Annual value","","86.46","I","Value imputed by a receiving agency"
"PP","Producer Prices","768","Togo","5539","Producer Price Index (2014-2016 = 100)","0112","Maize (corn)","1998","1998","7021","Annual value","","66.81","I","Value imputed by a receiving agency"
"PP","Producer Prices","768","Togo","5539","Producer Price Index (2014-2016 = 100)","0112","Maize (corn)","1999","1999","7021","Annual value","","54.37","I","Value imputed by a receiving agency"
"PP","Producer Prices","768","Togo","5539","Producer Price Index (2014-2016 = 100)","0112","Maize (corn)","2000","2000","7021","Annual value","","56.33","I","Value imputed by a receiving agency"
"PP","Producer Prices","768","Togo","5539","Producer Price Index (2014-2016 = 100)","0112","Maize (corn)","2001","2001","7021","Annual value","","62.23","I","Value imputed by a receiving agency"
"PP","Producer Prices","768","Togo","5539","Producer Price Index (2014-2016 = 100)","0112","Maize (corn)","2002","2002","7021","Annual value","","64.85","I","Value imputed by a receiving agency"
"PP","Producer Prices","768","Togo","5539","Producer Price Index (2014-2016 = 100)","0112","Maize (corn)","2003","2003","7021","Annual value","","48.47","I","Value imputed by a receiving agency"
"PP","Producer Prices","768","Togo","5539","Producer Price Index (2014-2016 = 100)","0112","Maize (corn)","2004","2004","7021","Annual value","","56.99","I","Value imputed by a receiving agency"
"PP","Producer Prices","768","Togo","5539","Producer Price Index (2014-2016 = 100)","0112","Maize (corn)","2005","2005","7021","Annual value","","102.18","I","Value imputed by a receiving agency"
"PP","Producer Prices","768","Togo","5539","Producer Price Index (2014-2016 = 100)","0112","Maize (corn)","2006","2006","7021","Annual value","","72.71","I","Value imputed by a receiving agency"
"PP","Producer Prices","768","Togo","5539","Producer Price Index (2014-2016 = 100)","0112","Maize (corn)","2007","2007","7021","Annual value","","62.88","I","Value imputed by a receiving agency"
"PP","Producer Prices","768","Togo","5539","Producer Price Index (2014-2016 = 100)","0112","Maize (corn)","2008","2008","7021","Annual value","","119.21","I","Value imputed by a receiving agency"
"PP","Producer Prices","768","Togo","5539","Producer Price Index (2014-2016 = 100)","0112","Maize (corn)","2009","2009","7021","Annual value","","108.08","I","Value imputed by a receiving agency"
"PP","Producer Prices","768","Togo","5539","Producer Price Index (2014-2016 = 100)","0112","Maize (corn)","2010","2010","7021","Annual value","","89.08","I","Value imputed by a receiving agency"
"PP","Producer Prices","768","Togo","5539","Producer Price Index (2014-2016 = 100)","0112","Maize (corn)","2011","2011","7021","Annual value","","101.53","I","Value imputed by a receiving agency"
"PP","Producer Prices","768","Togo","5539","Producer Price Index (2014-2016 = 100)","0112","Maize (corn)","2012","2012","7021","Annual value","","105.46","I","Value imputed by a receiving agency"
"PP","Producer Prices","768","Togo","5539","Producer Price Index (2014-2016 = 100)","0112","Maize (corn)","2013","2013","7021","Annual value","","100.22","I","Value imputed by a receiving agency"
"PP","Producer Prices","768","Togo","5539","Producer Price Index (2014-2016 = 100)","0112","Maize (corn)","2014","2014","7021","Annual value","","83.84","I","Value imputed by a receiving agency"
"PP","Producer Prices","768","Togo","5539","Producer Price Index (2014-2016 = 100)","0112","Maize (corn)","2015","2015","7021","Annual value","","104.15","I","Value imputed by a receiving agency"
"PP","Producer Prices","768","Togo","5539","Producer Price Index (2014-2016 = 100)","0112","Maize (corn)","2016","2016","7021","Annual value","","112.01","I","Value imputed by a receiving agency"
"PP","Producer Prices","768","Togo","5539","Producer Price Index (2014-2016 = 100)","0112","Maize (corn)","2017","2017","7021","Annual value","","105.46","I","Value imputed by a receiving agency"
"PP","Producer Prices","768","Togo","5539","Producer Price Index (2014-2016 = 100)","0112","Maize (corn)","2018","2018","7021","Annual value","","99.56","I","Value imputed by a receiving agency"
"PP","Producer Prices","768","Togo","5539","Producer Price Index (2014-2016 = 100)","0112","Maize (corn)","2019","2019","7021","Annual value","","95.63","I","Value imputed by a receiving agency"
"PP","Producer Prices","768","Togo","5539","Producer Price Index (2014-2016 = 100)","0112","Maize (corn)","2020","2020","7021","Annual value","","103.49","I","Value imputed by a receiving agency"
"PP","Producer Prices","768","Togo","5539","Producer Price Index (2014-2016 = 100)","0112","Maize (corn)","2021","2021","7021","Annual value","","139.52","I","Value imputed by a receiving agency"
"PP","Producer Prices","768","Togo","5539","Producer Price Index (2014-2016 = 100)","0112","Maize (corn)","2022","2022","7021","Annual value","","163.76","I","Value imputed by a receiving agency"
"PP","Producer Prices","768","Togo","5539","Producer Price Index (2014-2016 = 100)","0112","Maize (corn)","2023","2023","7021","Annual value","","143.6","I","Value imputed by a receiving agency"
"PP","Producer Prices","768","Togo","5539","Producer Price Index (2014-2016 = 100)","0112","Maize (corn)","2024","2024","7021","Annual value","","143.6","I","Value imputed by a receiving agency"
