Code Domaine,Domaine,Code zone (M49),Zone,Code année,Année,Code Produit,Produit,Code Mois,Mois,Code Élément,Élément,Unité,Valeur,Symbole,Description du Symbole,Note
"CP","Indices de Prix à la Consommation","768","Togo","2011","2011","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7002","Février","6125","Valeur","","90.447558","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2011","2011","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7003","Mars","6125","Valeur","","91.269265","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2011","2011","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7004","Avril","6125","Valeur","","92.12251","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2011","2011","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7005","Mai","6125","Valeur","","92.943236","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2011","2011","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7006","Juin","6125","Valeur","","95.337276","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2011","2011","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7007","Juillet","6125","Valeur","","93.597847","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2011","2011","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7008","Août","6125","Valeur","","91.527098","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2011","2011","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7009","Septembre","6125","Valeur","","89.870499","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2011","2011","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7010","Octobre","6125","Valeur","","86.060321","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2011","2011","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7011","Novembre","6125","Valeur","","87.96541","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2011","2011","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7012","Décembre","6125","Valeur","","91.278608","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2012","2012","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7001","Janvier","6125","Valeur","","93.432187","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2012","2012","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7002","Février","6125","Valeur","","92.438228","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2012","2012","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7003","Mars","6125","Valeur","","92.024078","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2012","2012","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7004","Avril","6125","Valeur","","94.426147","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2012","2012","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7005","Mai","6125","Valeur","","97.905005","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2012","2012","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7006","Juin","6125","Valeur","","96.579725","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2012","2012","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7007","Juillet","6125","Valeur","","97.242365","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2012","2012","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7008","Août","6125","Valeur","","95.254446","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2012","2012","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7009","Septembre","6125","Valeur","","93.349357","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2012","2012","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7010","Octobre","6125","Valeur","","92.106908","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2012","2012","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7011","Novembre","6125","Valeur","","93.515017","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2012","2012","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7012","Décembre","6125","Valeur","","95.917086","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2013","2013","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7001","Janvier","6125","Valeur","","97.987835","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2013","2013","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7002","Février","6125","Valeur","","97.159535","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2013","2013","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7003","Mars","6125","Valeur","","97.159535","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2013","2013","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7004","Avril","6125","Valeur","","97.076705","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2013","2013","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7005","Mai","6125","Valeur","","98.650474","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2013","2013","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7006","Juin","6125","Valeur","","97.573685","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2013","2013","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7007","Juillet","6125","Valeur","","95.975067","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2013","2013","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7008","Août","6125","Valeur","","93.597847","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2013","2013","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7009","Septembre","6125","Valeur","","93.713809","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2013","2013","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7010","Octobre","6125","Valeur","","90.599403","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2013","2013","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7011","Novembre","6125","Valeur","","91.427702","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2013","2013","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7012","Décembre","6125","Valeur","","90.417177","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2014","2014","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7001","Janvier","6125","Valeur","","88.71088","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2014","2014","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7002","Février","6125","Valeur","","90.284649","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2014","2014","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7003","Mars","6125","Valeur","","90.864459","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2014","2014","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7004","Avril","6125","Valeur","","93.515017","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2014","2014","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7005","Mai","6125","Valeur","","94.260487","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2014","2014","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7006","Juin","6125","Valeur","","94.177657","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2014","2014","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7007","Juillet","6125","Valeur","","93.962299","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2014","2014","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7008","Août","6125","Valeur","","90.309498","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2014","2014","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7009","Septembre","6125","Valeur","","86.648414","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2014","2014","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7010","Octobre","6125","Valeur","","89.158162","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2014","2014","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7011","Novembre","6125","Valeur","","88.189051","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2014","2014","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7012","Décembre","6125","Valeur","","91.759022","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2015","2015","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7001","Janvier","6125","Valeur","","94.840296","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2015","2015","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7002","Février","6125","Valeur","","94.549864","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2015","2015","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7003","Mars","6125","Valeur","","95.243155","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2015","2015","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7004","Avril","6125","Valeur","","97.369871","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2015","2015","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7005","Mai","6125","Valeur","","102.494601","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2015","2015","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7006","Juin","6125","Valeur","","104.218459","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2015","2015","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7007","Juillet","6125","Valeur","","105.736203","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2015","2015","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7008","Août","6125","Valeur","","102.65387","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2015","2015","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7009","Septembre","6125","Valeur","","101.923104","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2015","2015","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7010","Octobre","6125","Valeur","","99.028147","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2015","2015","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7011","Novembre","6125","Valeur","","99.918183","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2015","2015","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7012","Décembre","6125","Valeur","","102.841246","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2016","2016","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7001","Janvier","6125","Valeur","","103.244104","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2016","2016","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7002","Février","6125","Valeur","","103.394005","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2016","2016","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7003","Mars","6125","Valeur","","104.846168","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2016","2016","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7004","Avril","6125","Valeur","","107.010359","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2016","2016","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7005","Mai","6125","Valeur","","111.254423","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2016","2016","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7006","Juin","6125","Valeur","","113.37177","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2016","2016","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7007","Juillet","6125","Valeur","","109.980267","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2016","2016","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7008","Août","6125","Valeur","","102.522707","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2016","2016","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7009","Septembre","6125","Valeur","","99.168679","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2016","2016","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7010","Octobre","6125","Valeur","","97.032594","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2016","2016","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7011","Novembre","6125","Valeur","","100.742636","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2016","2016","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7012","Décembre","6125","Valeur","","101.773204","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2017","2017","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7001","Janvier","6125","Valeur","","99.833863","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2017","2017","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7002","Février","6125","Valeur","","98.428544","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2017","2017","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7003","Mars","6125","Valeur","","100.068083","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2017","2017","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7004","Avril","6125","Valeur","","102.457126","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2017","2017","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7005","Mai","6125","Valeur","","105.445771","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2017","2017","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7006","Juin","6125","Valeur","","107.825444","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2017","2017","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7007","Juillet","6125","Valeur","","104.13414","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2017","2017","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7008","Août","6125","Valeur","","102.560182","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2017","2017","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7009","Septembre","6125","Valeur","","98.344225","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2017","2017","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7010","Octobre","6125","Valeur","","96.901431","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2017","2017","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7011","Novembre","6125","Valeur","","97.444821","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2017","2017","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7012","Décembre","6125","Valeur","","98.353594","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7001","Janvier","6125","Valeur","","98.784558","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7002","Février","6125","Valeur","","99.103097","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7003","Mars","6125","Valeur","","98.728346","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7004","Avril","6125","Valeur","","103.881182","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7005","Mai","6125","Valeur","","108.434416","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7006","Juin","6125","Valeur","","105.408295","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7007","Juillet","6125","Valeur","","104.265303","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7008","Août","6125","Valeur","","101.932473","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7009","Septembre","6125","Valeur","","97.669672","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7010","Octobre","6125","Valeur","","96.657842","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7011","Novembre","6125","Valeur","","99.299842","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7012","Décembre","6125","Valeur","","101.211076","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2019","2019","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7001","Janvier","6125","Valeur","","102.700714","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2019","2019","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7002","Février","6125","Valeur","","101.866892","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2019","2019","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7003","Mars","6125","Valeur","","101.370345","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2019","2019","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7004","Avril","6125","Valeur","","101.670147","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2019","2019","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7005","Mai","6125","Valeur","","105.492615","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2019","2019","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7006","Juin","6125","Valeur","","107.403848","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2019","2019","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7007","Juillet","6125","Valeur","","103.19726","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2019","2019","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7008","Août","6125","Valeur","","98.46602","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2019","2019","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7009","Septembre","6125","Valeur","","96.311197","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2019","2019","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7010","Octobre","6125","Valeur","","95.561694","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2019","2019","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7011","Novembre","6125","Valeur","","97.0607","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2019","2019","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7012","Décembre","6125","Valeur","","97.99758","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2020","2020","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7001","Janvier","6125","Valeur","","100.986225","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2020","2020","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7002","Février","6125","Valeur","","101.051807","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2020","2020","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7003","Mars","6125","Valeur","","101.051807","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2020","2020","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7004","Avril","6125","Valeur","","102.878721","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2020","2020","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7005","Mai","6125","Valeur","","106.3077","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2020","2020","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7006","Juin","6125","Valeur","","107.132153","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2020","2020","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7007","Juillet","6125","Valeur","","106.513813","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2020","2020","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7008","Août","6125","Valeur","","106.69182","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2020","2020","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7009","Septembre","6125","Valeur","","104.471416","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2020","2020","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7010","Octobre","6125","Valeur","","103.262842","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2020","2020","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7011","Novembre","6125","Valeur","","102.119849","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2020","2020","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7012","Décembre","6125","Valeur","","103.178523","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2021","2021","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7001","Janvier","6125","Valeur","","105.286501","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2021","2021","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7002","Février","6125","Valeur","","105.942317","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2021","2021","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7003","Mars","6125","Valeur","","105.923579","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2021","2021","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7004","Avril","6125","Valeur","","104.077927","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2021","2021","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7005","Mai","6125","Valeur","","112.060139","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2021","2021","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7006","Juin","6125","Valeur","","115.273635","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2021","2021","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7007","Juillet","6125","Valeur","","119.208528","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2021","2021","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7008","Août","6125","Valeur","","122.159698","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2021","2021","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7009","Septembre","6125","Valeur","","120.192252","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2021","2021","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7010","Octobre","6125","Valeur","","116.173039","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2021","2021","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7011","Novembre","6125","Valeur","","115.863869","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2021","2021","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7012","Décembre","6125","Valeur","","115.451642","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2022","2022","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7001","Janvier","6125","Valeur","","120.97923","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2022","2022","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7002","Février","6125","Valeur","","123.714918","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2022","2022","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7003","Mars","6125","Valeur","","124.895386","X","Chiffre de source externe","base year is 2015"
"CP","Indices de Prix à la Consommation","768","Togo","2022","2022","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7004","Avril","6125","Valeur","","127.321903","X","Chiffre de source externe","base year is 2015"
